Frequency - Filtered (PSD),Amplitude - Filtered (PSD),Frequency - Filtered (PSD),Amplitude - Filtered (PSD)
55.4,1.21E-11,55.4,1.21E-11
55.5,2.13E-11,55.5,2.13E-11
55.6,8.29E-12,55.6,8.29E-12
55.7,4.43E-12,55.7,4.43E-12
55.8,1.45E-11,55.8,1.46E-11
55.9,2.93E-11,55.9,2.93E-11
56,2.71E-11,56,2.71E-11
56.1,1.90E-11,56.1,1.90E-11
56.2,1.81E-11,56.2,1.82E-11
56.3,2.28E-11,56.3,2.28E-11
56.4,2.63E-11,56.4,2.63E-11
56.5,8.52E-12,56.5,8.53E-12
56.6,1.67E-12,56.6,1.67E-12
56.7,5.88E-11,56.7,5.88E-11
56.8,8.04E-11,56.8,8.04E-11
56.9,8.23E-11,56.9,8.23E-11
57,5.91E-11,57,5.91E-11
57.1,4.42E-11,57.1,4.42E-11
57.2,7.50E-11,57.2,7.50E-11
57.3,7.19E-12,57.3,7.19E-12
57.4,1.31E-11,57.4,1.31E-11
57.5,3.51E-11,57.5,3.51E-11
57.6,6.78E-11,57.6,6.78E-11
57.7,1.50E-10,57.7,1.50E-10
57.8,1.26E-10,57.8,1.26E-10
57.9,1.14E-10,57.9,1.15E-10
58,1.17E-10,58,1.18E-10
58.1,5.46E-11,58.1,5.46E-11
58.2,4.22E-11,58.2,4.21E-11
58.3,5.16E-11,58.3,5.16E-11
58.4,2.13E-12,58.4,2.12E-12
58.5,1.10E-11,58.5,1.10E-11
58.6,7.40E-11,58.6,7.41E-11
58.7,1.76E-11,58.7,1.76E-11
58.8,3.28E-10,58.8,3.28E-10
58.9,5.71E-10,58.9,5.71E-10
59,2.68E-10,59,2.68E-10
59.1,1.25E-11,59.1,1.24E-11
59.2,8.63E-11,59.2,8.63E-11
59.3,2.51E-11,59.3,2.51E-11
59.4,4.26E-10,59.4,4.26E-10
59.5,3.35E-10,59.5,3.35E-10
59.6,7.60E-11,59.6,7.60E-11
59.7,1.96E-10,59.7,1.96E-10
59.8,1.25E-10,59.8,1.25E-10
59.9,3.28E-11,59.9,3.27E-11
60,5.81E-11,60,5.81E-11
60.1,5.24E-10,60.1,5.23E-10
60.2,5.47E-10,60.2,5.46E-10
60.3,8.99E-11,60.3,8.97E-11
60.4,2.85E-10,60.4,2.85E-10
60.5,1.12E-09,60.5,1.12E-09
60.6,2.78E-09,60.6,2.78E-09
60.7,2.76E-09,60.7,2.76E-09
60.8,2.41E-09,60.8,2.41E-09
60.9,5.02E-09,60.9,5.01E-09
61,2.65E-09,61,2.65E-09
61.1,6.94E-10,61.1,6.94E-10
61.2,3.24E-09,61.2,3.24E-09
61.3,2.91E-09,61.3,2.91E-09
61.4,3.16E-09,61.4,3.16E-09
61.5,6.30E-10,61.5,6.30E-10
61.6,7.30E-10,61.6,7.29E-10
61.7,6.79E-10,61.7,6.79E-10
61.8,3.03E-09,61.8,3.03E-09
61.9,8.31E-10,61.9,8.31E-10
62,1.28E-09,62,1.28E-09
62.1,1.18E-09,62.1,1.18E-09
62.2,2.76E-10,62.2,2.76E-10
62.3,9.58E-10,62.3,9.57E-10
62.4,1.08E-09,62.4,1.08E-09
62.5,2.65E-09,62.5,2.66E-09
62.6,1.18E-08,62.6,1.18E-08
62.7,2.09E-09,62.7,2.10E-09
62.8,2.73E-09,62.8,2.73E-09
62.9,2.44E-09,62.9,2.43E-09
63,6.50E-10,63,6.51E-10
63.1,3.40E-10,63.1,3.40E-10
63.2,5.15E-10,63.2,5.15E-10
63.3,1.11E-09,63.3,1.11E-09
63.4,1.99E-09,63.4,1.99E-09
63.5,5.69E-09,63.5,5.69E-09
63.6,2.29E-08,63.6,2.29E-08
