Frequency - Filtered (PSD),Amplitude - Filtered (PSD),Frequency - Filtered (PSD),Amplitude - Filtered (PSD)
60.6,1.02E-09,60.6,1.02E-09
60.7,1.28E-10,60.7,1.27E-10
60.8,3.65E-10,60.8,3.67E-10
60.9,1.52E-09,60.9,1.52E-09
61,8.44E-10,61,8.44E-10
61.1,5.81E-10,61.1,5.81E-10
61.2,2.45E-10,61.2,2.45E-10
61.3,7.17E-09,61.3,7.17E-09
61.4,1.90E-08,61.4,1.90E-08
61.5,3.41E-09,61.5,3.41E-09
61.6,4.04E-10,61.6,4.03E-10
61.7,2.07E-09,61.7,2.07E-09
61.8,8.50E-09,61.8,8.50E-09
61.9,8.82E-10,61.9,8.83E-10
62,3.10E-09,62,3.10E-09
62.1,4.07E-09,62.1,4.07E-09
62.2,1.97E-08,62.2,1.97E-08
62.3,1.07E-08,62.3,1.07E-08
62.4,7.31E-09,62.4,7.31E-09
62.5,3.61E-09,62.5,3.61E-09
62.6,2.64E-09,62.6,2.64E-09
62.7,4.83E-09,62.7,4.83E-09
62.8,1.23E-08,62.8,1.23E-08
62.9,4.73E-08,62.9,4.73E-08
63,4.93E-08,63,4.93E-08
63.1,3.24E-08,63.1,3.24E-08
63.2,8.26E-10,63.2,8.26E-10
63.3,5.25E-09,63.3,5.25E-09
63.4,2.75E-09,63.4,2.75E-09
63.5,3.02E-10,63.5,3.01E-10
63.6,3.75E-08,63.6,3.75E-08
